NCTId;LeadSponsorName;LeadSponsorClass;CollaboratorName;CollaboratorClass;Condition;StudyType;OverallOfficialName;OverallOfficialAffiliation;OverallOfficialRole;ResponsiblePartyType;ResponsiblePartyInvestigatorFullName;ResponsiblePartyInvestigatorAffiliation;ResponsiblePartyInvestigatorTitle
NCT00003519;Eastern Cooperative Oncology Group;NETWORK;['Cancer and Leukemia Group B'];['NETWORK'];['Breast Cancer'];Interventional;Silvana Martino, DO;Van Nuys Breast Center;Study Chair;;;;
NCT00003519;Eastern Cooperative Oncology Group;NETWORK;['Cancer and Leukemia Group B'];['NETWORK'];['Breast Cancer'];Interventional;Edith A. Perez, MD;Mayo Clinic;Study Chair;;;;
NCT00003519;Eastern Cooperative Oncology Group;NETWORK;['Cancer and Leukemia Group B'];['NETWORK'];['Breast Cancer'];Interventional;Larry Norton, MD;Memorial Sloan Kettering Cancer Center;Study Chair;;;;
NCT00003536;Burzynski Research Institute;OTHER;;;['Stage IV Breast Cancer', 'Recurrent Breast Cancer'];Interventional;Stanislaw R. Burzynski, MD, PhD;Burzynski Research Institute;Study Chair;;;;
NCT00003539;Memorial Sloan Kettering Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Andrew D. Seidman, MD;Memorial Sloan Kettering Cancer Center;Study Chair;;;;
NCT00003540;Memorial Sloan Kettering Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Violante E. Currie, MD;Memorial Sloan Kettering Cancer Center;Study Chair;;;;
NCT00003565;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Bladder Cancer', 'Breast Cancer', 'Head and Neck Cancer', 'Lung Cancer', 'Unspecified Adult Solid Tumor, Protocol Specific'];Interventional;Lionel Lewis, MD;Norris Cotton Cancer Center;Study Chair;Sponsor;;;
NCT00003577;University Hospital Birmingham;OTHER;;;['Breast Cancer'];Interventional;Helena Earl, MBBS, PhD, FRCP;Cambridge University Hospitals NHS Foundation Trust;Study Chair;;;;
NCT00003600;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Anemia', 'Breast Cancer', 'Chronic Myeloproliferative Disorders', 'Drug/Agent Toxicity by Tissue/Organ', 'Leukemia', 'Lung Cancer', 'Lymphoma', 'Multiple Myeloma and Plasma Cell Neoplasm', 'Precancerous Condition', 'Small Intestine Cancer', 'Unspecified Adult Solid Tumor, Protocol Specific'];Interventional;Thomas E. Witzig, MD;Mayo Clinic;Study Chair;Sponsor;;;
NCT00003612;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Edith A. Perez, MD;Mayo Clinic;Study Chair;Sponsor;;;
NCT00003638;Oncothyreon Canada Inc.;INDUSTRY;;;['Breast Cancer'];Interventional;BIOMIRA Customer Service (North America);Oncothyreon Canada Inc.;Study Chair;;;;
NCT00003654;UNICANCER;OTHER;;;['Breast Cancer'];Interventional;Jean-Francois Rodier, MD;Centre Paul Strauss;Study Chair;Sponsor;;;
NCT00003674;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer', 'Colorectal Cancer', 'Lung Cancer', 'Prostate Cancer', 'Veno-occlusive Disease'];Interventional;Scott Okuno, MD;Mayo Clinic;Study Chair;Sponsor;;;
NCT00003678;University Hospital Birmingham;OTHER;;;['Breast Cancer'];Interventional;Daniel Rea, MD;University Hospital Birmingham;Study Chair;;;;
NCT00003679;Scottish Cancer Therapy Network;OTHER;;;['Breast Cancer'];Interventional;T.R.J. Evans;Beatson Institute for Cancer Research - Glasgow;Study Chair;;;;
NCT00003680;Scottish Cancer Therapy Network;OTHER;;;['Breast Cancer'];Interventional;T.R.J. Evans;Beatson Institute for Cancer Research - Glasgow;Study Chair;;;;
NCT00003690;Mayo Clinic;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer', 'Melanoma (Skin)', 'Prostate Cancer', 'Unspecified Adult Solid Tumor, Protocol Specific'];Interventional;Keith C. Bible, MD, PhD;Mayo Clinic;Study Chair;;;;
NCT00003730;European Organisation for Research and Treatment of Cancer - EORTC;NETWORK;;;['Breast Cancer'];Interventional;Bruno Coudert, MD;Centre Georges Francois Leclerc;Study Chair;Sponsor;;;
NCT00003736;Abramson Cancer Center of the University of Pennsylvania;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Mitchell Schnall, PhD;Abramson Cancer Center of the University of Pennsylvania;Study Chair;;;;
NCT00003752;Ligand Pharmaceuticals;INDUSTRY;;;['Breast Cancer'];Interventional;George D. Demetri, MD;Dana-Farber Cancer Institute;Study Chair;;;;
NCT00003761;Dana-Farber Cancer Institute;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Donald W. Kufe, MD;Dana-Farber Cancer Institute;Study Chair;Principal Investigator;Donald W. Kufe;Dana-Farber Cancer Institute;Kufe, Donald William,M.D.
NCT00003771;Regional Oncologic Center;OTHER;['European Organisation for Research and Treatment of Cancer - EORTC'];['NETWORK'];['Breast Cancer', 'Menopausal Symptoms'];Interventional;Lars Holmberg, MD, PhD;Uppsala University Hospital;Study Chair;;;;
NCT00003771;Regional Oncologic Center;OTHER;['European Organisation for Research and Treatment of Cancer - EORTC'];['NETWORK'];['Breast Cancer', 'Menopausal Symptoms'];Interventional;Jonas Bergh, MD, PhD;Karolinska Institutet;Study Chair;;;;
NCT00003771;Regional Oncologic Center;OTHER;['European Organisation for Research and Treatment of Cancer - EORTC'];['NETWORK'];['Breast Cancer', 'Menopausal Symptoms'];Interventional;C. Rageth, MD, PD;Breast Center;Study Chair;;;;
NCT00003771;Regional Oncologic Center;OTHER;['European Organisation for Research and Treatment of Cancer - EORTC'];['NETWORK'];['Breast Cancer', 'Menopausal Symptoms'];Interventional;Janusz Jaskiewicz, MD;Maria Sklodowska-Curie National Research Institute of Oncology;Study Chair;;;;
NCT00003782;NSABP Foundation Inc;NETWORK;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Norman Wolmark, MD;NSABP Foundation Inc;Principal Investigator;Sponsor;;;
NCT00003787;University of California, San Diego;OTHER;['Susan G. Komen Breast Cancer Foundation'];['OTHER'];['Breast Cancer'];Observational;John P. Pierce, PhD;University of California, San Diego;Study Chair;Principal Investigator;John P. Pierce;University of California, San Diego;Professor
NCT00003796;National Cancer Institute (NCI);NIH;;;['Breast Cancer'];Interventional;Lisa Hammond, MD;The University of Texas Health Science Center at San Antonio;Study Chair;Sponsor;;;
NCT00003830;NSABP Foundation Inc;NETWORK;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Norman Wolmark, MD;NSABP Foundation Inc;Principal Investigator;Sponsor;;;
NCT00003854;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Armando E. Giuliano, MD;Saint John's Cancer Institute;Study Chair;Sponsor;;;
NCT00003855;Alliance for Clinical Trials in Oncology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Armando E. Giuliano, MD;Saint John's Cancer Institute;Study Chair;Sponsor;;;
NCT00003857;Radiation Therapy Oncology Group;NETWORK;['NRG Oncology'];['OTHER'];['Breast Cancer'];Interventional;Beryl McCormick, MD;Memorial Sloan Kettering Cancer Center;Study Chair;Sponsor;;;
NCT00003857;Radiation Therapy Oncology Group;NETWORK;['NRG Oncology'];['OTHER'];['Breast Cancer'];Interventional;Clifford A. Hudis, MD;Memorial Sloan Kettering Cancer Center;;Sponsor;;;
NCT00003857;Radiation Therapy Oncology Group;NETWORK;['NRG Oncology'];['OTHER'];['Breast Cancer'];Interventional;Barbara L. Smith, MD, PhD;Massachusetts General Hospital;Study Chair;Sponsor;;;
NCT00003857;Radiation Therapy Oncology Group;NETWORK;['NRG Oncology'];['OTHER'];['Breast Cancer'];Interventional;Timothy J. Whelan, MD;Margaret and Charles Juravinski Cancer Centre;Study Chair;Sponsor;;;
NCT00003857;Radiation Therapy Oncology Group;NETWORK;['NRG Oncology'];['OTHER'];['Breast Cancer'];Interventional;Eileen Rakovitch, MD;Toronto Sunnybrook Regional Cancer Centre;;Sponsor;;;
NCT00003877;Roswell Park Cancer Institute;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Philip L. McCarthy, MD;Roswell Park Cancer Institute;Study Chair;;;;
NCT00003887;Fred Hutchinson Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer', 'Chronic Myeloproliferative Disorders', 'Gestational Trophoblastic Tumor', 'Kidney Cancer', 'Leukemia', 'Lymphoma', 'Multiple Myeloma and Plasma Cell Neoplasm', 'Myelodysplastic Syndromes', 'Neuroblastoma', 'Ovarian Cancer', 'Sarcoma', 'Testicular Germ Cell Tumor'];Interventional;Mary E. D. Flowers, MD;Fred Hutchinson Cancer Center;Study Chair;;;;
NCT00003893;University Hospital Birmingham;OTHER;;;['Breast Cancer'];Interventional;Indy Fernando, MD;University Hospital Birmingham;Study Chair;;;;
NCT00003902;Swiss Group for Clinical Cancer Research;OTHER;;;['Breast Cancer'];Interventional;Dagmar Hess, MD;Cantonal Hospital of St. Gallen;Study Chair;Sponsor;;;
NCT00003906;NSABP Foundation Inc;NETWORK;['AstraZeneca'];['INDUSTRY'];['Breast Cancer'];Interventional;Norman Wolmark, MD;NSABP Foundation Inc;Study Chair;Sponsor;;;
NCT00003920;University of California, Davis;OTHER;;;['Breast Cancer'];Interventional;Sally DeNardo, MD;University of California, Davis;Study Chair;;;;
NCT00003927;City of Hope Medical Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;George Somlo, MD;City of Hope Comprehensive Cancer Center;Study Chair;Sponsor;;;
NCT00003953;Case Comprehensive Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Brenda W. Cooper, MD;Case Medical Center, University Hospitals Seidman Cancer Center, Case Comprehensive Cancer Center;Study Chair;Sponsor;;;
NCT00003972;Fred Hutchinson Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;William I. Bensinger, MD;Fred Hutchinson Cancer Center;Study Chair;;;;
NCT00003992;National Cancer Institute (NCI);NIH;;;['Breast Cancer'];Interventional;George W. Sledge, MD;Indiana University Melvin and Bren Simon Cancer Center;Study Chair;Sponsor;;;
NCT00004013;Fred Hutchinson Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Leona A. Holmberg, MD, PhD;Fred Hutchinson Cancer Center;Study Chair;;;;
NCT00004038;National Cancer Institute (NCI);NIH;;;['Breast Cancer'];Interventional;Margaret von Mehren, MD;Fox Chase Cancer Center;Study Chair;Sponsor;;;
NCT00004046;Daiichi Sankyo, Inc.;INDUSTRY;;;['Breast Cancer'];Interventional;Robert L. DeJager, MD, FACP;Daiichi Sankyo, Inc.;Study Chair;Sponsor;;;
NCT00004065;Memorial Sloan Kettering Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Bladder Cancer', 'Breast Cancer', 'Colorectal Cancer', 'Gastric Cancer', 'Head and Neck Cancer', 'Kidney Cancer', 'Leukemia', 'Lung Cancer', 'Melanoma (Skin)', 'Ovarian Cancer', 'Prostate Cancer', 'Unspecified Adult Solid Tumor, Protocol Specific'];Interventional;Howard I. Scher, MD;Memorial Sloan Kettering Cancer Center;Study Chair;;;;
NCT00004067;NSABP Foundation Inc;NETWORK;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Norman Wolmark, MD;NSABP Foundation Inc;Principal Investigator;Sponsor;;;
NCT00004074;National Cancer Institute (NCI);NIH;;;['Advanced Adult Primary Liver Cancer', 'Anaplastic Thyroid Cancer', 'Bone Metastases', 'Carcinoma of the Appendix', 'Distal Urethral Cancer', 'Fallopian Tube Cancer', 'Gastrinoma', 'Glucagonoma', 'Inflammatory Breast Cancer', 'Insulinoma', 'Liver Metastases', 'Localized Unresectable Adult Primary Liver Cancer', 'Lung Metastases', 'Male Breast Cancer', 'Malignant Pericardial Effusion', 'Malignant Pleural Effusion', 'Metastatic Gastrointestinal Carcinoid Tumor', 'Metastatic Parathyroid Cancer', 'Metastatic Transitional Cell Cancer of the Renal Pelvis and Ureter', 'Newly Diagnosed Carcinoma of Unknown Primary', 'Occult Non-small Cell Lung Cancer', 'Pancreatic Polypeptide Tumor', 'Primary Peritoneal Cavity Cancer', 'Proximal Urethral Cancer', 'Pulmonary Carcinoid Tumor', 'Recurrent Adenoid Cystic Carcinoma of the Oral Cavity', 'Recurrent Adrenocortical Carcinoma', 'Recurrent Adult Primary Liver Cancer', 'Recurrent Anal Cancer', 'Recurrent Bladder Cancer', 'Recurrent Breast Cancer', 'Recurrent Carcinoma of Unknown Primary', 'Recurrent Cervical Cancer', 'Recurrent Colon Cancer', 'Recurrent Endometrial Carcinoma', 'Recurrent Esophageal Cancer', 'Recurrent Extrahepatic Bile Duct Cancer', 'Recurrent Gallbladder Cancer', 'Recurrent Gastric Cancer', 'Recurrent Gastrointestinal Carcinoid Tumor', 'Recurrent Islet Cell Carcinoma', 'Recurrent Malignant Testicular Germ Cell Tumor', 'Recurrent Mucoepidermoid Carcinoma of the Oral Cavity', 'Recurrent Non-small Cell Lung Cancer', 'Recurrent Ovarian Epithelial Cancer', 'Recurrent Pancreatic Cancer', 'Recurrent Parathyroid Cancer', 'Recurrent Prostate Cancer', 'Recurrent Rectal Cancer', 'Recurrent Renal Cell Cancer', 'Recurrent Salivary Gland Cancer', 'Recurrent Small Intestine Cancer', 'Recurrent Squamous Cell Carcinoma of the Larynx', 'Recurrent Squamous Cell Carcinoma of the Lip and Oral Cavity', 'Recurrent Squamous Cell Carcinoma of the Nasopharynx', 'Recurrent Squamous Cell Carcinoma of the Oropharynx', 'Recurrent Thyroid Cancer', 'Recurrent Transitional Cell Cancer of the Renal Pelvis and Ureter', 'Recurrent Urethral Cancer', 'Recurrent Vaginal Cancer', 'Recurrent Vulvar Cancer', 'Skin Metastases', 'Small Intestine Adenocarcinoma', 'Somatostatinoma', 'Stage III Adenoid Cystic Carcinoma of the Oral Cavity', 'Stage III Adrenocortical Carcinoma', 'Stage III Bladder Cancer', 'Stage III Cervical Cancer', 'Stage III Colon Cancer', 'Stage III Endometrial Carcinoma', 'Stage III Esophageal Cancer', 'Stage III Follicular Thyroid Cancer', 'Stage III Gastric Cancer', 'Stage III Malignant Testicular Germ Cell Tumor', 'Stage III Mucoepidermoid Carcinoma of the Oral Cavity', 'Stage III Ovarian Epithelial Cancer', 'Stage III Pancreatic Cancer', 'Stage III Papillary Thyroid Cancer', 'Stage III Prostate Cancer', 'Stage III Rectal Cancer', 'Stage III Renal Cell Cancer', 'Stage III Salivary Gland Cancer', 'Stage III Squamous Cell Carcinoma of the Larynx', 'Stage III Squamous Cell Carcinoma of the Lip and Oral Cavity', 'Stage III Squamous Cell Carcinoma of the Nasopharynx', 'Stage III Squamous Cell Carcinoma of the Oropharynx', 'Stage III Vaginal Cancer', 'Stage III Vulvar Cancer', 'Stage IIIA Anal Cancer', 'Stage IIIA Breast Cancer', 'Stage IIIA Non-small Cell Lung Cancer', 'Stage IIIB Anal Cancer', 'Stage IIIB Breast Cancer', 'Stage IIIB Non-small Cell Lung Cancer', 'Stage IV Adenoid Cystic Carcinoma of the Oral Cavity', 'Stage IV Adrenocortical Carcinoma', 'Stage IV Anal Cancer', 'Stage IV Bladder Cancer', 'Stage IV Breast Cancer', 'Stage IV Colon Cancer', 'Stage IV Endometrial Carcinoma', 'Stage IV Esophageal Cancer', 'Stage IV Follicular Thyroid Cancer', 'Stage IV Gastric Cancer', 'Stage IV Mucoepidermoid Carcinoma of the Oral Cavity', 'Stage IV Non-small Cell Lung Cancer', 'Stage IV Ovarian Epithelial Cancer', 'Stage IV Pancreatic Cancer', 'Stage IV Papillary Thyroid Cancer', 'Stage IV Prostate Cancer', 'Stage IV Rectal Cancer', 'Stage IV Renal Cell Cancer', 'Stage IV Salivary Gland Cancer', 'Stage IV Squamous Cell Carcinoma of the Larynx', 'Stage IV Squamous Cell Carcinoma of the Lip and Oral Cavity', 'Stage IV Squamous Cell Carcinoma of the Nasopharynx', 'Stage IV Squamous Cell Carcinoma of the Oropharynx', 'Stage IVA Cervical Cancer', 'Stage IVA Vaginal Cancer', 'Stage IVB Cervical Cancer', 'Stage IVB Vaginal Cancer', 'Stage IVB Vulvar Cancer', 'Thyroid Gland Medullary Carcinoma', 'Unresectable Extrahepatic Bile Duct Cancer', 'Unresectable Gallbladder Cancer', 'Urethral Cancer Associated With Invasive Bladder Cancer', 'WDHA Syndrome'];Interventional;William Carson;Ohio State University;Principal Investigator;Sponsor;;;
NCT00004085;Garden State Cancer Center at the Center for Molecular Medicine and Immunology;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Jack D. Burton, MD;Garden State Cancer Center at the Center for Molecular Medicine and Immunology;Study Chair;;;;
NCT00004092;City of Hope Medical Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;George Somlo, MD;City of Hope Medical Center;Principal Investigator;Sponsor;;;
NCT00004095;Northwestern University;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Bladder Cancer', 'Breast Cancer', 'Colorectal Cancer', 'Kidney Cancer', 'Lung Cancer', 'Pancreatic Cancer'];Interventional;Al B. Benson, MD, FACP;Robert H. Lurie Cancer Center;Study Chair;Sponsor;;;
NCT00004125;Eastern Cooperative Oncology Group;NETWORK;['Cancer and Leukemia Group B'];['NETWORK'];['Breast Cancer'];Interventional;Joseph A. Sparano, MD;Albert Einstein College of Medicine;Study Chair;;;;
NCT00004125;Eastern Cooperative Oncology Group;NETWORK;['Cancer and Leukemia Group B'];['NETWORK'];['Breast Cancer'];Interventional;Edith A. Perez, MD;Mayo Clinic;Study Chair;;;;
NCT00004125;Eastern Cooperative Oncology Group;NETWORK;['Cancer and Leukemia Group B'];['NETWORK'];['Breast Cancer'];Interventional;Silvana Martino, DO;Saint John's Cancer Institute;Study Chair;;;;
NCT00004125;Eastern Cooperative Oncology Group;NETWORK;['Cancer and Leukemia Group B'];['NETWORK'];['Breast Cancer'];Interventional;Vicky E. Jones, MD;University of California, San Diego;Study Chair;;;;
NCT00004156;Memorial Sloan Kettering Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Teresa Ann Gilewski, MD;Memorial Sloan Kettering Cancer Center;Study Chair;Sponsor;;;
NCT00004157;Fred Hutchinson Cancer Center;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer', 'Gestational Trophoblastic Tumor', 'Kidney Cancer', 'Lymphoma', 'Neuroblastoma', 'Ovarian Cancer', 'Sarcoma', 'Testicular Germ Cell Tumor'];Interventional;Leona A. Holmberg, MD, PhD;Fred Hutchinson Cancer Center;Study Chair;;;;
NCT00004172;Northwestern University;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Jane N. Winter, MD;Robert H. Lurie Cancer Center;Study Chair;Sponsor;;;
NCT00004174;Northwestern University;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;Jane N. Winter, MD;Robert H. Lurie Cancer Center;Study Chair;Sponsor;;;
NCT00004175;Northwestern University;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;William J. Gradishar, MD;Robert H. Lurie Cancer Center;Study Chair;Sponsor;;;
NCT00004182;Northwestern University;OTHER;['National Cancer Institute (NCI)'];['NIH'];['Breast Cancer'];Interventional;William J. Gradishar, MD;Robert H. Lurie Cancer Center;Study Chair;Sponsor;;;
NCT00004205;ETOP IBCSG Partners Foundation;NETWORK;['Danish Breast Cancer Cooperative Group'];['OTHER'];['Breast Cancer'];Interventional;Beat Thurlimann, MD;Cantonal Hospital of St. Gallen;Study Chair;Sponsor;;;
